sort_order,page,letter,code,code_type,headword,sub_headword,term,site_restriction,obs,see_snomed,see_also,is_headword_entry
5349,168,L,C77.2,topography,Lymph node,,porta hepatis,,false,false,,false
5350,168,L,C77.2,topography,Lymph node,,portal,,false,false,,false
5351,168,L,C77.0,topography,Lymph node,,preauricular,,false,false,,false
5352,168,L,C77.0,topography,Lymph node,,prelaryngeal,,false,false,,false
5353,168,L,C77.5,topography,Lymph node,,presymphysial,,false,false,,false
5354,168,L,C77.0,topography,Lymph node,,pretracheal,,false,false,,false
5355,168,L,C77.1,topography,Lymph node,,pulmonary hilar,,false,false,,false
5356,168,L,C77.1,topography,Lymph node,,"pulmonary, NOS",,false,false,,false
5357,168,L,C77.2,topography,Lymph node,,pyloric,,false,false,,false
5358,168,L,C77.2,topography,Lymph node,,retroperitoneal,,false,false,,false
5359,168,L,C77.0,topography,Lymph node,,retropharyngeal,,false,false,,false
5360,168,L,C77.4,topography,Lymph node,,Rosenmuller,,false,false,,false
5361,168,L,C77.5,topography,Lymph node,,sacral,,false,false,,false
5362,168,L,C77.0,topography,Lymph node,,scalene,,false,false,,false
5363,168,L,C77.2,topography,Lymph node,,splenic hilar,,false,false,,false
5364,168,L,C77.2,topography,Lymph node,,"splenic, NOS",,false,false,,false
5365,168,L,C77.3,topography,Lymph node,,subclavicular,,false,false,,false
5366,168,L,C77.4,topography,Lymph node,,subinguinal,,false,false,,false
5367,168,L,C77.0,topography,Lymph node,,sublingual,,false,false,,false
5368,168,L,C77.0,topography,Lymph node,,submandibular,,false,false,,false
5369,168,L,C77.0,topography,Lymph node,,submaxillary,,false,false,,false
5370,168,L,C77.0,topography,Lymph node,,submental,,false,false,,false
5371,168,L,C77.3,topography,Lymph node,,subscapular,,false,false,,false
5372,168,L,C77.2,topography,Lymph node,,superior mesenteric,,false,false,,false
5373,168,L,C77.0,topography,Lymph node,,supraclavicular,,false,false,,false
5374,168,L,C77.1,topography,Lymph node,,thoracic,,false,false,,false
5375,168,L,C77.4,topography,Lymph node,,tibial,,false,false,,false
5376,168,L,C77.1,topography,Lymph node,,tracheal,,false,false,,false
5377,168,L,C77.1,topography,Lymph node,,tracheobronchial,,false,false,,false
5378,168,L,C77.3,topography,Lymph node,,upper limb,,false,false,,false
5379,168,L,C77.8,topography,Lymph nodes of multiple regions,,Lymph nodes of multiple regions,,false,false,,true
5380,168,L,9835/3,morphology,"Lymphoblastic leukemia-lymphoma, acute,",,"Lymphoblastic leukemia-lymphoma, acute,",,false,false,,true
5381,168,L,9727/3,morphology,Lymphoblastoma,,Lymphoblastoma [obs],,true,false,,true
5382,168,L,8583/3,morphology,"Lymphocyte-rich thymoma, malignant",,"Lymphocyte-rich thymoma, malignant (C37.9)",C37.9,false,false,,true
5383,168,L,8583/1,morphology,"Lymphocyte-rich thymoma, NOS",,"Lymphocyte-rich thymoma, NOS (C37.9)",C37.9,false,false,,true
5384,168,L,,,Lymphocytic,,"infiltrate of Jessner, benign (see SNOMED)",,false,true,,false
5385,168,L,8583/3,morphology,Lymphocytic,,"thymoma, malignant (C37.9)",C37.9,false,false,,false
5386,168,L,8583/1,morphology,Lymphocytic,,"thymoma, NOS (C37.9)",C37.9,false,false,,false
5387,168,L,,,Lymphocytic,,"Lymphocytoma cutis, benign (see SNOMED)",,false,true,,false
5388,168,L,9831/3,morphology,"Lymphocytosis, T-cell large granular",,"Lymphocytosis, T-cell large granular",,false,false,,true
5389,168,L,8082/3,morphology,Lymphoepithelial carcinoma,,Lymphoepithelial carcinoma,,false,false,,true
5390,168,L,,,Lymphoepithelial carcinoma,,"Lymphoepithelial lesion, benign (see SNOMED)",,false,true,,false
5391,168,L,8082/3,morphology,Lymphoepithelioma,,Lymphoepithelioma,,false,false,,true
5392,168,L,8082/3,morphology,Lymphoepithelioma-like carcinoma,,Lymphoepithelioma-like carcinoma,,false,false,,true
5393,168,L,,,Lymphoid,,"hamartoma, angiomatous (see SNOMED)",,false,true,,false
5394,168,L,,,Lymphoid,,"hyperplasia, NOS (see SNOMED)",,false,true,,false
5395,168,L,,,Lymphoid,,"polyp, benign (see SNOMED)",,false,true,,false
5396,168,L,,,Lymphoid,,"polyp, NOS (see SNOMED)",,false,true,,false
5397,168,L,8512/3,morphology,Lymphoid,,"stroma, medullary carcinoma with",,false,false,,false
5398,168,L,9827/3,morphology,Lymphoma/leukemia (see also leukemia/ lymphoma),,adult T-cell (includes all variants),,false,false,,false
5399,168,L,9591/3,morphology,Lymphoma/leukemia (see also leukemia/ lymphoma),,"B-cell splenic, unclassifiable",,false,false,,false
5400,168,L,9591/3,morphology,Lymphoma/leukemia (see also leukemia/ lymphoma),,"splenic B-cell, unclassifiable",,false,false,,false
5401,168,L,9827/3,morphology,Lymphoma/leukemia (see also leukemia/ lymphoma),,"T-cell, adult (includes all variants)",,false,false,,false
5402,169,L,9590/3,morphology,Lymphoma (malignant),,NOS,,false,false,,false
5403,169,L,9827/3,morphology,Lymphoma (malignant),,adult T-cell (includes all variants),,false,false,,false
5404,169,L,9827/3,morphology,Lymphoma (malignant),,adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants),,false,false,,false
5405,169,L,9827/3,morphology,Lymphoma (malignant),,adult T-cell lymphoma/leukemia (includes all variants),,false,false,,false
5406,169,L,9709/3,morphology,Lymphoma (malignant),,aggressive epdermotropic cytotoxic,,false,false,,false
5407,169,L,9705/3,morphology,Lymphoma (malignant),,"AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia), peripheral T-cell",,false,false,,false
5408,169,L,9702/3,morphology,Lymphoma (malignant),,ALK negative anaplastic large cell,,false,false,,false
5409,169,L,9714/3,morphology,Lymphoma (malignant),,ALK positive anaplastic large cell,,false,false,,false
5410,169,L,9737/3,morphology,Lymphoma (malignant),,ALK positive large B-cell,,false,false,,false
5411,169,L,9680/3,morphology,Lymphoma (malignant),,anaplastic large B-cell,,false,false,,false
5412,169,L,9714/3,morphology,Lymphoma (malignant),Anaplastic large cell,NOS,,false,false,,false
5413,169,L,9702/3,morphology,Lymphoma (malignant),Anaplastic large cell,ALK negative,,false,false,,false
5414,169,L,9714/3,morphology,Lymphoma (malignant),Anaplastic large cell,ALK positive,,false,false,,false
5415,169,L,9714/3,morphology,Lymphoma (malignant),Anaplastic large cell,CD 30+,,false,false,,false
5416,169,L,9718/3,morphology,Lymphoma (malignant),Anaplastic large cell,primary cutaneous (C44._),,false,false,,false
5417,169,L,9714/3,morphology,Lymphoma (malignant),Anaplastic large cell,T cell and Null cell type,,false,false,,false
5418,169,L,9719/3,morphology,Lymphoma (malignant),,angiocentric T-cell [obs],,true,false,,false
5419,169,L,9705/3,morphology,Lymphoma (malignant),,angioimmunoblastic [obs],,true,false,,false
5420,169,L,9705/3,morphology,Lymphoma (malignant),,angioimmunoblastic T-cell,,false,false,,false
5421,169,L,9712/3,morphology,Lymphoma (malignant),,angiotropic,,false,false,,false
5422,169,L,9738/3,morphology,Lymphoma (malignant),,"arising in HHV8-associated multicentric Castleman disease, large",,false,false,,false
5423,169,L,9680/3,morphology,Lymphoma (malignant),,"associated with chronic inflammation, diffuse large B-cell",,false,false,,false
5424,169,L,9699/3,morphology,Lymphoma (malignant),,BALT,,false,false,,false
5425,169,L,9591/3,morphology,Lymphoma (malignant),B-cell,NOS,,false,false,,false
5426,169,L,9737/3,morphology,Lymphoma (malignant),B-cell,ALK positive large,,false,false,,false
5427,169,L,9680/3,morphology,Lymphoma (malignant),B-cell,anaplastic large Diffuse large,,false,false,,false
5428,169,L,9680/3,morphology,Lymphoma (malignant),B-cell,NOS,,false,false,,false
5429,169,L,9680/3,morphology,Lymphoma (malignant),B-cell,associated with chronic inflammation,,false,false,,false
5430,169,L,9680/3,morphology,Lymphoma (malignant),B-cell,"B-cell lymphoma, unclassifiable, with features intermediate between Burkitt lymphoma and",,false,false,,false
5431,169,L,9596/3,morphology,Lymphoma (malignant),B-cell,"B-cell lymphoma, unclassifiable, with features intermediate between classical Hodgkin lymphoma and",,false,false,,false
5432,169,L,9680/3,morphology,Lymphoma (malignant),B-cell,"centroblastic, NOS",,false,false,,false
5433,169,L,9680/3,morphology,Lymphoma (malignant),B-cell,"EBV positive, of the elderly",,false,false,,false
5434,169,L,9684/3,morphology,Lymphoma (malignant),B-cell,"immunoblastic, NOS",,false,false,,false
5435,169,L,9680/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued","primary, of CNS (C70._, C71._, C72._)",,false,false,,false
5436,169,L,9680/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",histiocyte-rich large,,false,false,,false
5437,169,L,9712/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",intravascular,,false,false,,false
5438,169,L,9712/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",intravascular large (C49.9) Large,C49.9,false,false,,false
5439,169,L,9737/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",ALK positive,,false,false,,false
5440,169,L,9680/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",anaplastic,,false,false,,false
5441,169,L,9737/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",arising in HHV8-associated multicentric Castleman disease,,false,false,,false
5442,169,L,9680/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",histiocyte-rich,,false,false,,false
5443,169,L,9680/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",T-cell rich,,false,false,,false
5444,169,L,9688/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",T-cell rich/histiocyte-rich,,false,false,,false
5445,169,L,9728/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued","lymphoblastic, precursor (see also 9836/3)",,false,false,9836/3,false
5446,169,L,9699/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued","marginal zone, NOS",,false,false,,false
5447,169,L,9679/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",mediastinal large (C38.3),C38.3,false,false,,false
5448,169,L,9699/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",monocytoid,,false,false,,false
5449,169,L,9728/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued","precursor, lymphoblastic (see also 9836/3)",,false,false,9836/3,false
5450,169,L,9670/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",small lymphocytic/chronic lymphocytic leukemia (see also 9823/3),,false,false,9823/3,false
5451,169,L,9591/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",splenic diffuse red pulp small,,false,false,,false
5452,169,L,9689/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",splenic marginal zone (C42.2),C42.2,false,false,,false
5453,169,L,9688/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",T-cell rich/histiocyte-rich large,,false,false,,false
5454,169,L,9680/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",T-cell rich large,,false,false,,false
5455,169,L,9679/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued",thymic large (C37.9),C37.9,false,false,,false
5456,169,L,9680/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued","unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma",,false,false,,false
5457,169,L,9596/3,morphology,Lymphoma (malignant),"B-cell Diffuse large, continued","unclassifiable, with features intermediate between diffuse large B-cell lymphoma and classical Hodgkin lymphoma",,false,false,,false
5458,169,L,9727/3,morphology,Lymphoma (malignant),,blastic NK cell [obs],,true,false,,false
5459,169,L,9670/3,morphology,Lymphoma (malignant),,"B lymphocytic, small, NOS",,false,false,,false
5460,169,L,9699/3,morphology,Lymphoma (malignant),,bronchial associated lymphoid tissue,,false,false,,false
5461,169,L,9687/3,morphology,Lymphoma (malignant),Burkitt,NOS (includes all variants),,false,false,,false
5462,169,L,9680/3,morphology,Lymphoma (malignant),Burkitt,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and",,false,false,,false
5463,169,L,9687/3,morphology,Lymphoma (malignant),Burkitt,"type, small noncleaved [obs] (includes all variants)",,true,false,,false
5464,169,L,9687/3,morphology,Lymphoma (malignant),Burkitt,"type, undifferentiated [obs] (includes all variants)",,true,false,,false
5465,170,L,9687/3,morphology,Lymphoma (malignant),,Burkitt-like,,false,false,,false
5466,170,L,9738/3,morphology,Lymphoma (malignant),,"Castleman disease, large B-cell, arising in HHV8-associated multicentric",,false,false,,false
5467,170,L,9714/3,morphology,Lymphoma (malignant),,CD30+ anaplastic large cell,,false,false,,false
5468,170,L,9718/3,morphology,Lymphoma (malignant),,"CD30+ large T-cell, primary cutaneous (C44._)",,false,false,,false
5469,170,L,9709/3,morphology,Lymphoma (malignant),,"CD4-positive small/medium T-cell, primary cutaneous",,false,false,,false
5470,170,L,9709/3,morphology,Lymphoma (malignant),,"CD8-positive aggressive epidermotropic cytotoxic T-cell, primary cutaneous",,false,false,,false
5471,170,L,9680/3,morphology,Lymphoma (malignant),Centroblastic,NOS,,false,false,,false
5472,170,L,9680/3,morphology,Lymphoma (malignant),Centroblastic,diffuse,,false,false,,false
5473,170,L,9698/3,morphology,Lymphoma (malignant),Centroblastic,follicular,,false,false,,false
5474,170,L,9680/3,morphology,Lymphoma (malignant),Centroblastic,"large B-cell, diffuse, NOS",,false,false,,false
5475,170,L,9675/3,morphology,Lymphoma (malignant),Centroblastic-centrocytic,NOS [obs],,true,false,,false
5476,170,L,9675/3,morphology,Lymphoma (malignant),Centroblastic-centrocytic,diffuse [obs],,true,false,,false
5477,170,L,9690/3,morphology,Lymphoma (malignant),Centroblastic-centrocytic,follicular [obs] (see also 9675/3),,true,false,9675/3,false
5478,170,L,9673/3,morphology,Lymphoma (malignant),,"centrocytic [obs] (includes all variants: 9680/3 centroblastic blastic, pleomorphic, small cell)",,true,false,,false
5479,170,L,9680/3,morphology,Lymphoma (malignant),,"chronic inflammation, diffuse large 9680/3 histiocytic",,false,false,,false
5480,170,L,9680/3,morphology,Lymphoma (malignant),,"cleaved and noncleaved, large cell [obs]",,true,false,,false
5481,170,L,9591/3,morphology,Lymphoma (malignant),Cleaved cell,NOS [obs],,true,false,,false
5482,170,L,9695/3,morphology,Lymphoma (malignant),Cleaved cell,follicular small Large,,false,false,,false
5483,170,L,9680/3,morphology,Lymphoma (malignant),Cleaved cell,NOS [obs],,true,false,,false
5484,170,L,9680/3,morphology,Lymphoma (malignant),Cleaved cell,diffuse,,false,false,,false
5485,170,L,9698/3,morphology,Lymphoma (malignant),Cleaved cell,follicular [obs],,true,false,,false
5486,170,L,9680/3,morphology,Lymphoma (malignant),Cleaved cell,"large cell, NOS [obs]",,true,false,,false
5487,170,L,9691/3,morphology,Lymphoma (malignant),Cleaved cell,"mixed small, and large cell, follicular [obs] Small",,true,false,,false
5488,170,L,9591/3,morphology,Lymphoma (malignant),Cleaved cell,NOS [obs],,true,false,,false
5489,170,L,9591/3,morphology,Lymphoma (malignant),Cleaved cell,diffuse [obs],,true,false,,false
5490,170,L,9695/3,morphology,Lymphoma (malignant),Cleaved cell,follicular [obs],,true,false,,false
5491,170,L,9680/3,morphology,Lymphoma (malignant),,"CNS, primary diffuse large B-cell of (C70._, C71._, C72._)",,false,false,,false
5492,170,L,9596/3,morphology,Lymphoma (malignant),,composite Hodgkin and non-Hodgkin,,false,false,,false
5493,170,L,9727/3,morphology,Lymphoma (malignant),,convoluted cell [obs],,true,false,,false
5494,170,L,9709/3,morphology,Lymphoma (malignant),Cutaneous,NOS (C44._) [obs],,true,false,,false
5495,170,L,9718/3,morphology,Lymphoma (malignant),Cutaneous,"CD30+ large T-cell, primary",,false,false,,false
5496,170,L,9709/3,morphology,Lymphoma (malignant),Cutaneous,"CD4-positive small/medium T-cell, primary",,false,false,,false
5497,170,L,9709/3,morphology,Lymphoma (malignant),Cutaneous,"CD8-positive aggressive epidermotropic cytotoxic T-cell, primary",,false,false,,false
5498,170,L,9680/3,morphology,Lymphoma (malignant),Cutaneous,"DLBCL, primary, leg type (C44.7)",C44.7,false,false,,false
5499,170,L,9597/3,morphology,Lymphoma (malignant),Cutaneous,"follicle center, primary",,false,false,,false
5500,170,L,9718/3,morphology,Lymphoma (malignant),Cutaneous Primary,anaplastic large-cell (C44._),,false,false,,false
5501,170,L,9718/3,morphology,Lymphoma (malignant),Cutaneous Primary,CD30+ large T-cell,,false,false,,false
5502,170,L,9709/3,morphology,Lymphoma (malignant),Cutaneous Primary,CD4-positive small/medium T-cell,,false,false,,false
5503,170,L,9709/3,morphology,Lymphoma (malignant),Cutaneous Primary,CD8-positive aggressive epidermotropic cytotoxic T-cell,,false,false,,false
5504,170,L,9680/3,morphology,Lymphoma (malignant),Cutaneous Primary,"DLBCL, leg type (C44.7)",C44.7,false,false,,false
5505,170,L,9597/3,morphology,Lymphoma (malignant),Cutaneous Primary,follicle center,,false,false,,false
5506,170,L,9726/3,morphology,Lymphoma (malignant),Cutaneous Primary,gamma-delta T-cell,,false,false,,false
5507,170,L,9718/3,morphology,Lymphoma (malignant),Cutaneous Primary,"primary, anaplastic large-cell (C44._)",,false,false,,false
5508,170,L,9709/3,morphology,Lymphoma (malignant),Cutaneous Primary,"T-cell, NOS (C44._)",,false,false,,false
5509,170,L,9709/3,morphology,Lymphoma (malignant),,"cytotoxic T-cell, primary cutaneous",,false,false,,false
5510,170,L,9591/3,morphology,Lymphoma (malignant),Diffuse,NOS,,false,false,,false
5511,170,L,9675/3,morphology,Lymphoma (malignant),Diffuse,centroblastic-centrocytic [obs] Large B-cell,,true,false,,false
5512,170,L,9680/3,morphology,Lymphoma (malignant),Diffuse,NOS,,false,false,,false
5513,170,L,9680/3,morphology,Lymphoma (malignant),Diffuse,associated with chronic inflammation,,false,false,,false
